gate,delta_slope,delta_slope_err,delta_yint,delta_yint_err,eta_slope,eta_slope_err,eta_yint,eta_yint_err,path,blim,quiet,parent_csv
-2.4,1.2424989383850965e-07,6.831886439355783e-08,-1.0114358286343429e-08,8.678812240430524e-10,0.0164640838207518,0.009049449307141,-0.0013350160724175,0.0001145611531676,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-2.4V/data.csv,0.02,True,diode-lowfield_-2.4V/fit_slope/fit.csv
0.0,3.3664176089702944e-06,7.16571947023127e-08,-2.5083909508248804e-09,8.77457613700747e-10,0.43159959896211,0.0091866976511789,-0.0003208493973139,0.0001120445116545,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_0.00V/data.csv,0.02,True,diode-lowfield_0.00V/fit_slope/fit.csv
-5.8,2.6857208104016784e-07,1.5129546099334566e-08,-1.5014901874655184e-09,1.9154494869095279e-10,0.3950455036959241,0.0222400422430675,-0.0022065222162413,0.0002803498133852,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.8V/data.csv,0.02,True,diode-lowfield_-5.8V/fit_slope/fit.csv
-4.8,-6.349027306221199e-07,3.5055281514023266e-08,-1.722940742323037e-08,4.1633566036755526e-10,-0.1883343171466482,0.0104405452656257,-0.0051152153128593,0.0001237159699052,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-4.8V/data.csv,0.02,True,diode-lowfield_-4.8V/fit_slope/fit.csv
-4.2,-1.609451950070183e-06,3.4225320212015384e-08,-2.4191912371120763e-08,4.1405804385468236e-10,-0.3077193932519509,0.0065331123810263,-0.0046020907684372,7.872069110745088e-05,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-4.2V/data.csv,0.02,True,diode-lowfield_-4.2V/fit_slope/fit.csv
-3.6,-2.001361248256251e-06,7.626474806119355e-08,-1.808385850090172e-08,9.747372667164895e-10,-0.2995352389973011,0.0114210563921179,-0.0026983640214591,0.0001455251682506,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-3.6V/data.csv,0.02,True,diode-lowfield_-3.6V/fit_slope/fit.csv
-5.4,1.4903628487704553e-07,2.0721705811993312e-08,-8.307560665682478e-09,2.6757159482203665e-10,0.0923126713511419,0.0126878192595664,-0.0050800045676407,0.0001634823646651,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.4V/data.csv,0.02,True,diode-lowfield_-5.4V/fit_slope/fit.csv
-5.2,-2.735130000345086e-09,2.65257037487523e-08,-1.4157315734167857e-08,3.7384507954398247e-10,-0.0002138279761364,0.0125249791485406,-0.0066693264145732,0.0001763110130412,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.2V/data.csv,0.02,True,diode-lowfield_-5.2V/fit_slope/fit.csv
-5.0,-3.942779410016138e-07,5.6356800425562835e-08,-1.2984878562566531e-08,7.57661734413481e-10,-0.1409070232637052,0.0204120417205325,-0.004678627633457,0.0002737635866403,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.0V/data.csv,0.02,True,diode-lowfield_-5.0V/fit_slope/fit.csv
-1.2,2.0934983552560403e-06,6.020332500697317e-08,7.077114413863347e-10,8.133069238445653e-10,0.2689515037426796,0.0077332099115942,9.117966546959373e-05,0.0001041193582324,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-1.2V/data.csv,0.02,True,diode-lowfield_-1.2V/fit_slope/fit.csv
-0.6,2.774378244396512e-06,6.4098714486024e-08,-4.2479537167189286e-09,9.093237773514461e-10,0.357162044356149,0.0082510383973351,-0.0005454710199849,0.0001166878559079,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-0.6V/data.csv,0.02,True,diode-lowfield_-0.6V/fit_slope/fit.csv
-2.6,-1.0409153047112217e-07,4.092297331242285e-08,7.512250066930457e-09,5.169254707895406e-10,-0.0140386587449152,0.0055236300261641,0.001010713551183,6.955864354628226e-05,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-2.6V_redo-check-offset/data.csv,0.02,True,diode-lowfield_-2.6V_redo-check-offset/fit_slope/fit.csv
-5.25,-2.715246590023849e-09,2.2924887968719883e-08,-1.0627688950705493e-08,2.8250473467155745e-10,-0.0011787045238081,0.0117884120535869,-0.005450324730722,0.0001448921518409,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-5.25V/data.csv,0.02,True,diode-lowfield_-5.25V/fit_slope/fit.csv
-2.2,3.986165987695951e-07,4.9471960056912615e-08,6.199780704559599e-10,6.68362560167101e-10,0.0525001706181946,0.0065111267097004,8.169352527997532e-05,8.767448870399076e-05,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-2.2V_redo-check-offset/data.csv,0.02,True,diode-lowfield_-2.2V_redo-check-offset/fit_slope/fit.csv
-1.8,1.1405847117761823e-06,6.549344595940693e-08,-1.0035375867008614e-08,8.269073993027131e-10,0.1472910624709802,0.008458148737135,-0.0012894629535698,0.0001063976493308,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-1.8V/data.csv,0.02,True,diode-lowfield_-1.8V/fit_slope/fit.csv
-2.0,6.977681511421646e-07,2.0506485827714733e-07,-8.82014324941684e-09,2.708231162080641e-09,0.0913143537976758,0.0268388090946875,-0.0011499022776875,0.000353180442124,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-2.0V/data.csv,0.02,True,diode-lowfield_-2.0V/fit_slope/fit.csv
-3.0,-1.046448626524965e-06,7.455753636254905e-08,-1.3060399408264928e-08,1.0037657073205286e-09,-0.1442156456527256,0.0102843084394662,-0.0017940054293817,0.0001379485200651,../data/processed/centermax/JS633-W2_Wsc=0.9um-NNE_WFS07_slopes/diode-lowfield_-3.0V/data.csv,0.02,True,diode-lowfield_-3.0V/fit_slope/fit.csv
